"review_id","star_rating","helpful_votes","total_votes","vine","verified_purchase"
"R1FKSSDZEW2I7J",5,65,70,"N","N"
"R6BC7JKTALBK8",5,20,20,"N","Y"
"R4NG18AZ4OINZ",5,29,31,"N","Y"
"R3GVMPQGAEX6ON",5,37,38,"N","Y"
"R257B5IJWW0CU4",3,17,21,"N","N"
"R2LU0C6XWB85F7",5,139,144,"N","Y"
"R3N1CDECLNFKCN",5,40,43,"N","N"
"R2GJQRN6S9MNLN",5,18,20,"N","Y"
"RYGUNVQ215VFA",5,20,26,"N","Y"
"R2S8N4MPJD9JBU",5,21,22,"N","Y"
"R2Q1YNQR5X1P27",1,157,188,"N","N"
"RMSLRGBNG8DTQ",1,21,22,"N","N"
"R3V4FNJ7ZZ9WSM",5,26,28,"N","N"
"R32CHDIWR21RA9",5,44,44,"N","Y"
"R3KJ0UB2SQX7EH",5,37,48,"N","Y"
"R1MQ4SA8B7AJAP",1,76,88,"N","Y"
"R24I3FJL5YRSK9",5,19,21,"N","Y"
"R3HE7BJFADAAI8",5,32,33,"N","Y"
"R3PZ684E9G8R1G",1,126,185,"N","Y"
"RWNF9WGTOORWH",1,31,31,"N","Y"
"R3D4AGNWFQIHI0",5,147,169,"N","Y"
"R18D2YRQ1AJQ7J",1,183,202,"N","Y"
"R3FL4WTLWRBFPS",5,19,20,"N","N"
"R1EKLDWOA59J3P",3,24,27,"N","N"
"R3UGJTLEBOFPMC",5,20,24,"N","N"
"R3AITZ4CK9EA8F",5,39,40,"N","Y"
"R2NSQZ3JPTYPFU",1,79,92,"N","Y"
"R2AXL4EM4MYVQ6",5,107,121,"N","Y"
"RQQ7XTV56HSO4",1,46,91,"N","N"
"R1LJE4TRO9HSWI",1,23,25,"N","Y"
"R19GC1LTBSI1WJ",4,20,21,"N","Y"
"R2LLR9B9DLE286",5,22,23,"N","N"
"R2AXKC166FXPME",1,40,51,"N","Y"
"R19H038LKZ6MJC",1,21,41,"N","N"
"R3F4MRC63HWNJE",5,103,143,"N","Y"
"R1O8NA98SSH0CM",3,26,38,"N","N"
"R3URFS9Q18HWU",5,32,35,"N","Y"
"R1X2YB3E5370JS",5,18,21,"N","Y"
"RHPSVFQPUNB4N",5,88,90,"N","Y"
"R33WRK9HBPPBLR",5,43,45,"N","Y"
"RFT4B4ZWRP3OC",3,37,39,"N","N"
"R8IPHVF9G9UFV",5,20,22,"N","Y"
"R12ISVU60AHCDB",1,41,69,"N","N"
"RFWR3KIQ5LPY2",5,44,48,"N","Y"
"RQOZGGRAF3MUZ",5,20,21,"N","N"
"R2IEB79ZEH0U0",5,18,21,"N","Y"
"R23RZQIZST8Q40",5,141,146,"N","N"
"R1L5SA613KDNPW",5,22,24,"N","Y"
"R1V01CWH5MTMEL",5,25,26,"N","Y"
"R7WWPCBJX46R0",4,27,30,"N","Y"
"R1H3E73OVM37RS",1,70,81,"N","N"
"R3JOHU6BOUWZWQ",1,23,32,"N","N"
"R3ONACE4Y2LZLF",1,36,37,"N","Y"
"R3O1RRWG9K3Y84",5,24,26,"N","Y"
"R12L3RB9FCXIGP",1,29,30,"N","N"
"R3G10UAMMY82ZJ",5,78,81,"N","N"
"R23EGTFZOE9K3",2,36,48,"N","Y"
"R1LJEMZGQD0JZW",5,21,24,"N","Y"
"R1AJZ4TLNRPOBZ",5,19,20,"N","N"
"R397GV65CCQNNC",5,32,33,"N","N"
"R2CK8BVW8JSAFT",5,32,33,"N","N"
"RDVDZYW8CZF9Z",5,29,38,"N","Y"
"RJO5AVI7A7RAO",5,27,30,"N","N"
"R1TXEIC6DKQC4K",4,30,40,"N","N"
"RS1SILLS243KQ",5,102,105,"N","N"
"R2OMAJDCMQXRK1",5,78,81,"N","N"
"R3O98CGSP0MOM1",5,48,53,"N","N"
"RTHD68GE0AMBY",5,20,20,"N","N"
"R8BHLITHA6GQS",3,28,31,"N","Y"
"RJNDQSQSKPQO0",5,27,30,"N","N"
"R9GGM206272PE",5,391,425,"N","N"
"R3J53KF8I506NN",5,600,652,"N","Y"
"R17LAP66N24MJC",5,1504,1581,"N","N"
"R3JA2QUHAFY7DE",5,53,57,"N","N"
"R3J97JFYS4M9DP",5,19,20,"N","N"
"R1JDPPPNEQ2K28",5,24,24,"N","N"
"R3RHVYLK9LI3JU",5,41,43,"N","N"
"R290GJZ61DEPPW",5,18,20,"N","N"
"R5IGQ5CHCP4MV",5,44,48,"N","N"
"R3TNBK5J683ZHR",5,125,134,"N","N"
"R3W539KMO47AGF",4,41,80,"N","N"
"R1J5BBXRX9CHUY",5,2334,2436,"N","N"
"R28KM0DVO0392O",5,135,150,"N","N"
"R62OT7TDNNXGM",5,19,22,"N","N"
"R2075BT1JFLRGO",5,443,482,"N","N"
"R3QIWOS910NYVQ",5,101,112,"N","N"
"R38TLKZYGUHLFS",5,21,23,"N","N"
"R1LNAFFLH6RURQ",5,1314,1380,"N","N"
"R2VIHNZNSYFT1I",5,22,25,"N","Y"
"R3HQYVYJROOV5T",5,28,30,"N","Y"
"R308R47O5Q9J8Z",5,20,20,"N","N"
"R9LEWBHP8O8U1",1,38,69,"N","N"
"R1PORHFYCMAMNS",1,169,204,"N","N"
"R25G2PEZBLSJWQ",1,31,36,"N","N"
"R209FKEWP8255Y",5,29,30,"N","Y"
"REG6NKCK7UL9J",5,21,21,"N","Y"
"R2MQB2MBRY0RHJ",1,25,26,"N","Y"
"R17HOHM42PL3OE",3,24,25,"N","N"
"R1NXYC2OXF46K3",5,74,83,"N","Y"
"R2MUFBP6OKCQUH",4,24,29,"N","N"
"RDDELSPIFIO9F",5,21,24,"N","Y"
"R2BTFDE87610QD",1,19,23,"N","Y"
"R10XNAG1NNLIGH",1,12,23,"N","Y"
"R23MZSBL43VIDY",5,77,78,"N","Y"
"R3MZ3MJYJD99OG",3,24,28,"N","Y"
"R2J6PPBCZX12WM",5,19,21,"N","N"
"R1R9Y1XAVK7OLB",5,23,23,"N","Y"
"R1WP4T0FXU6NAV",1,27,31,"N","N"
"R1117F68KICUCY",5,24,28,"N","N"
"R1GYVLHL6QXSPQ",1,21,30,"N","Y"
"R202B7OVUHDCBS",5,43,44,"N","Y"
"R3Q69NESLGQERM",1,78,89,"N","Y"
"R2YGKBAODGVBQ6",1,163,190,"N","Y"
"R1J92F2XGYK25K",3,35,39,"N","Y"
"R2S6VKW7B0TQ4A",5,24,24,"N","Y"
"R32BULU8P2PEZ1",1,14,21,"N","N"
"R1QB4KZ9R7ECB9",5,61,66,"N","N"
"R2VRWO5M4DBWB8",5,540,553,"N","Y"
"R331YNUIC0J7OZ",5,19,21,"N","Y"
"R3K8KE6RTR3FRE",5,24,24,"N","Y"
"RIKXHC735RNVP",3,23,32,"N","Y"
"R1S3IH2JKJPD7D",1,22,24,"N","Y"
"R1TRM91N4SP1J5",3,81,86,"N","Y"
"R3EKRQCJ82IP7H",5,29,34,"N","N"
"R22QSV6KYK5ACF",5,174,197,"N","Y"
"R3M3XBAVS2SYD",3,18,20,"N","N"
"R16APBAXS3S3XU",1,33,40,"N","N"
"R1SYUCPLBPCEBD",5,24,24,"N","Y"
"R39EM9VP5DKACG",5,25,25,"N","Y"
"R3CUH1YEGV4MPQ",2,40,55,"N","N"
"R1BTMDCOC3HV2F",1,133,169,"N","N"
"R3OSF8JBLSMFSL",5,30,45,"N","N"
"R21VU68NTYLUIW",4,17,28,"N","N"
"R5HRQ0BRUEETF",1,38,51,"N","N"
"R10QP0E2IT0N4W",1,31,45,"N","N"
"R22Q6E6WHO7ZH4",1,15,23,"N","N"
"R2J76AB629BNS4",5,18,20,"N","Y"
"R2BESMH4KEUHIP",4,41,45,"N","Y"
"R295923WFU3NV",5,29,32,"N","Y"
"R1RS6CNN8TQU2O",1,15,22,"N","N"
"R1YV9EKH1YKR3Z",2,17,21,"N","Y"
"RNSXY808PNR4H",3,60,89,"N","N"
"R3NKNTUQIXSZPL",5,16,20,"N","Y"
"R2ZQA3IM4JHDY4",5,18,20,"N","Y"
"R3CJ51YRV06V2S",1,21,24,"N","Y"
"R2NFU4WAYNBNZK",5,48,48,"N","Y"
"R3T07UMMCMTD3N",4,23,41,"N","Y"
"R3RGBCBG7WSY4P",5,103,110,"N","Y"
"R1DGGG4CPA1MJ0",5,26,32,"N","Y"
"RD605LS984HOL",4,23,26,"N","N"
"R1CLA5JNIMRH11",1,22,24,"N","N"
"R1DL5TJOXJEOSC",5,24,26,"N","Y"
"R1VU134K32XMMW",5,17,20,"N","N"
"R3KV2GY4IWIMCD",1,31,41,"N","Y"
"R3NTIDGMO2YODR",4,50,68,"N","Y"
"R20ES844IXVNMM",5,26,28,"N","N"
"R3ANALDB46PVCH",1,25,26,"N","Y"
"R33PGQPPWG1RZ5",5,21,21,"N","Y"
"R3698JFK351V3Y",5,150,210,"N","N"
"R3VMOL2RTZPQW6",1,16,23,"N","N"
"R24MZ5MISE9OKZ",5,60,80,"N","Y"
"RLMOL06PKN3LN",5,208,215,"N","Y"
"RIIWX436FSF2U",1,17,22,"N","N"
"R50RVR3GR3TEU",5,21,23,"N","Y"
"R2AEPJOIXZXYSO",1,39,44,"N","N"
"R1EIGPTWYTO868",5,62,66,"N","Y"
"R3VKZQD36PC0IK",5,19,21,"N","Y"
"R3QCY1X1Y9OBP7",1,10,20,"N","Y"
"R1AG4MKNJS2KPT",5,38,41,"N","Y"
"R24DTADPF2KIKS",5,38,39,"N","Y"
"R2QMSCSX2F4U9W",5,47,53,"N","Y"
"RK8L66YJL6LX6",5,77,78,"N","N"
"R8VBHRNNX1VKL",2,71,74,"N","Y"
"R1V2Q32WWW3Y5I",5,31,34,"N","Y"
"R25350Q60SITSK",4,20,24,"N","Y"
"R4YPZX5N6FUZ7",1,18,21,"N","Y"
"R3E09HV8JK2LPU",1,15,23,"N","N"
"RE2YL4H7IPYHM",5,40,41,"N","N"
"R1J88585KZN4EK",1,61,74,"N","Y"
"R3R5HX9C8NVBTC",4,17,21,"N","Y"
"R33ZKYQEW767XR",5,36,36,"N","Y"
"R3Q8E0HO267N4O",3,23,23,"N","Y"
"RTZL6WNMCZS9M",5,58,62,"N","N"
"R1Q70VOEQ0PDOT",5,21,29,"N","Y"
"R2Y599U6VLTLH6",5,26,29,"N","Y"
"R3AIXTN1THBYMJ",4,51,51,"N","N"
"R37WJLWZ3YUC3H",3,21,21,"N","N"
"R2297XLQRLRI6V",1,30,31,"N","Y"
"R3TMT9PE33CGJ3",3,24,28,"N","N"
"R19BDHSJQHMZ2A",5,33,37,"N","Y"
"R1LRA7YK3XZLI0",3,17,24,"N","N"
"R1HON2SPF4STA7",1,19,20,"N","Y"
"R2R3O5ZBH85KFL",5,20,20,"N","Y"
"R3SUQFVJYL5YVT",1,18,20,"N","N"
"R1CDIZNUU5JPUN",5,21,23,"N","Y"
"R1KWPG4DEUTMHG",5,20,24,"N","Y"
"R29SCDNJQCTJRK",4,67,70,"N","Y"
"R1RFXN71O2EIG5",4,26,40,"N","N"
"R26OC13IFSD78R",5,37,41,"N","N"
"R2X46F6DZA1WZY",5,48,54,"N","N"
"R1DTG8C1KM0SV4",5,36,40,"N","N"
"R1P2K2BCG63QI8",1,44,44,"N","Y"
"R3VRTTCEVKZO8",5,43,48,"N","N"
"RY74SLFI6AHXU",5,24,25,"N","Y"
"R3EX5N1HCRMBH7",5,23,25,"N","Y"
"R3FLWX9BSABMW5",5,25,25,"N","N"
"R1LNV3PFFYC0Y0",5,23,23,"N","Y"
"R2LKVD92UAFAAC",1,15,21,"N","Y"
"R195BS01W0WAHX",1,20,26,"N","N"
"RS7DKRCAMQM1U",3,209,262,"N","N"
"R1MM4JPKZSGA8H",5,21,27,"N","N"
"R1XSD5ZXVMNPCL",3,67,101,"N","Y"
"R1MT2F1I3YDXPJ",5,20,20,"N","Y"
"R351THAAYJEIU3",1,27,37,"N","Y"
"R1XZ0HF4Q0HOSH",5,147,152,"N","N"
"R3G0ZBRKEYPY7K",4,21,23,"N","Y"
"R5MH19ODA4P02",4,56,58,"N","Y"
"RE1KV2SC7UFF2",5,24,26,"N","Y"
"R4OS1LHY59W3V",1,106,124,"N","Y"
"R2D5PVW9GFNNI2",1,33,37,"N","N"
"R3VNB2P60151TL",5,19,20,"N","N"
"R1GPQNY5YCVCR2",1,24,30,"N","Y"
"R38R538PE1UTG0",5,39,40,"N","Y"
"R28FSYSZFWDUVU",5,22,23,"N","Y"
"R3CZZSM6AUH1Q8",5,80,86,"N","N"
"RTGWLBOGKPO5V",1,27,31,"N","N"
"R1SGFISMOQIWEQ",5,46,48,"N","Y"
"R37VENQUCMBIN7",1,34,50,"N","N"
"R39YLEA7CJHQGW",5,24,36,"N","Y"
"R3PHCXLXOGRGJT",5,31,35,"N","N"
"R4Q6JAE8N45Q2",5,220,255,"N","N"
"R2PONC2WBZVYEY",1,22,27,"N","Y"
"R3FGS4A3H7FYLP",5,53,60,"N","N"
"RWSQOBVGG2W3S",5,40,42,"N","N"
"R2WMZIBWDU662T",1,24,36,"N","N"
"R2IVJT977HJM45",4,60,82,"N","N"
"RHD8NU5GKU2OA",1,37,43,"N","N"
"R3E6DBH7ZA3D93",4,62,66,"N","Y"
"R5WVQYY8OFK2N",5,40,40,"N","Y"
"R1KARPJ4TBLD2T",1,23,24,"N","Y"
"RV0MZBH5R6OH5",1,49,67,"N","N"
"R6JN3EF1I0023",4,33,34,"N","Y"
"R1C71VMPII51SH",5,25,25,"N","Y"
"RH3BM8MVNVA11",2,26,34,"N","Y"
"RUTOQDSUR1DJ9",5,33,33,"N","N"
"R1W8GOOR29GELN",5,124,142,"N","N"
"RG25H0ED8P86P",5,21,22,"N","Y"
"RAC3JCTB3SFAX",3,49,51,"N","Y"
"R1QM1XFVXONSV2",3,42,43,"N","N"
"R3VS813BB49CRE",2,16,22,"N","Y"
"R13XFC2X084J8A",2,22,29,"N","Y"
"R21ODZ1UBNM9MC",2,19,25,"N","Y"
"R3I4P6ZNX4091Q",1,16,29,"N","Y"
"R1ZAYC09WTMC7Q",5,28,31,"N","Y"
"R21M1UW3QP7R9N",5,30,39,"N","Y"
"RE21G9R8UKRRG",3,43,49,"N","Y"
"RRDLM95NOQCFC",5,18,22,"N","N"
"R20BEJXSCCJKUD",5,120,132,"N","N"
"RRULAWF8SUFAO",5,25,31,"N","N"
"R1DELQ19BHOG1U",5,107,148,"N","N"
"R3L0VMS39YPR98",5,50,51,"N","Y"
"R283F9JH2MVCTW",2,19,24,"N","Y"
"R30BGOPJBBN8KL",5,26,28,"N","Y"
"RV20H770YU2QL",5,40,47,"N","N"
"R1TKAP02Y1LI74",5,16,21,"N","N"
"R1IANJTK7COL0Y",5,197,214,"N","N"
"R2CZNG4UNMOHCF",1,28,35,"N","N"
"R172UJQ7WICTT2",4,19,21,"N","Y"
"R2J4YDL4GXTGHN",5,31,34,"N","Y"
"R3GLIJ1ZEIJWLJ",1,18,27,"N","Y"
"R2YXRJ3YZEL7XI",4,541,558,"N","Y"
"R1AJXQ1NII791",5,14,21,"N","N"
"R18QUE69NYFIGX",2,40,42,"N","N"
"R1S8VJ7KF8EA1K",1,19,20,"N","Y"
"R1WD48L0UZ21DI",3,12,21,"N","N"
"R2GOZGK46QSBLM",3,16,20,"N","N"
"R3UV1CGMJB42AP",1,24,37,"N","N"
"RN7164FM9WHWZ",1,95,97,"N","Y"
"R273NNVG5ZJW5G",1,17,22,"N","N"
"R3RUXM4LAK4NG1",5,30,34,"N","Y"
"R1AMWYC11U62GD",1,22,25,"N","N"
"R15E2PWUAVGOT3",5,23,26,"N","N"
"R1N7JF9YKY2DIF",3,21,21,"N","Y"
"R2ZWEP9UW5A12L",5,241,285,"N","Y"
"R2C1CAID19P7PU",5,22,22,"N","Y"
"ROP5SEGJPM6ZY",5,494,532,"N","Y"
"R8V642A94B1C6",5,53,55,"N","N"
"R2VUSQR6XA9UOS",4,19,21,"N","Y"
"R1813XVOAIKROA",5,119,122,"N","Y"
"RF65N3DR74AWF",5,18,21,"N","Y"
"R3EPK8U7RGMMGM",2,26,29,"N","Y"
"R1J5NYXTQI4VKG",5,29,29,"N","Y"
"R20M3ZR9T483XG",5,38,54,"N","N"
"R3LZWT5FLV52ZX",5,29,29,"N","N"
"R3CK55L1061B2Q",3,42,43,"N","Y"
"RNE3ORSCRCN0U",4,49,57,"N","Y"
"R37ZJ737P7LGEC",1,19,20,"N","Y"
"R31V30V7WAWF15",5,28,30,"N","Y"
"R2P8922SD0BPXR",5,92,110,"N","N"
"R257CHQINQ0XV3",1,27,28,"N","Y"
"REHEL8HOZ3ELW",5,56,59,"N","Y"
"R3JIJ516TZ0YJF",5,42,50,"N","N"
"R1Q0AY9QT24O6T",5,103,107,"N","N"
"R1GMQ5C7UK669V",5,33,33,"N","N"
"R26NNYKELOGE06",1,261,373,"N","N"
"R1DZAJBA5AFRNG",5,31,34,"N","Y"
"R9MHJZSWXIMYN",5,38,41,"N","N"
"R3LL6POSFDEICE",5,71,94,"N","Y"
"R1NA10ITW55QK7",2,42,50,"N","Y"
"R1ABMSPML7JBZV",5,123,171,"N","N"
"RN7P2JL8YZBW2",5,18,21,"N","Y"
"ROD6CQLZF9IJ8",5,20,20,"N","Y"
"R1UKSYHJXM24NM",1,55,62,"N","Y"
"R25YKMC4DFJQDY",5,28,31,"N","Y"
"R3328F1CRHECOY",5,19,20,"N","N"
"RMQUT1IWE7W3E",4,25,30,"N","Y"
"R2ZD5NOEO3XBWF",5,18,21,"N","Y"
"R3K1YQHWQO8S2O",5,346,349,"N","Y"
"R3JUUNV7L13R9F",4,19,21,"N","Y"
"RT0P376NB5FPC",2,20,20,"N","N"
"R1TRCQLUMNJQGN",3,48,50,"N","Y"
"R3RZGM15XIK84D",5,36,40,"N","N"
"R32MB3QNCU1PC1",4,44,56,"N","N"
"R3SC0AZ7ES2S5Z",5,32,34,"N","Y"
"RS2QMCOEZ3QRR",5,21,22,"N","Y"
"R3U3LPPYYRY5H5",5,24,33,"N","Y"
"R3GSZPEO18N5ZW",1,16,20,"N","Y"
"R2P9B8LJI083Z1",5,36,37,"N","Y"
"R2RUL8SG9JN5SF",5,13,20,"N","Y"
"R2I32YY9VG9P97",1,16,25,"N","N"
"RP2358JY8CY9F",5,134,150,"N","Y"
"R2MFC9UATUSPDD",5,30,31,"N","Y"
"R2XWY6KZ1GRFPW",1,18,36,"N","N"
"R1Y1H9HVRFQP4K",5,25,25,"N","Y"
"R3D5WHUNT0LHE1",5,54,55,"N","Y"
"R201P2O8YV7AHG",5,113,118,"N","N"
"R2ROWLV6G6PV8F",3,58,62,"N","Y"
"R1XITBV2BN1YQZ",5,22,25,"N","Y"
"R1D0X2T0EA8TMY",5,42,43,"N","N"
"R1A87SVYURLHRR",5,32,33,"N","Y"
"R25ONKSJYF6R67",1,34,34,"N","Y"
"R2844QWUHCO2QF",3,21,23,"N","Y"
"R2YZ9E0HV2UF2B",3,22,24,"N","Y"
"R2IERF6JZ5BMEG",5,36,38,"N","Y"
"R19233WZ54ZKTV",5,17,21,"N","Y"
"R2SM7ZE8DZB6UK",5,68,72,"N","Y"
"R18YUN36NOLUV1",5,19,20,"N","N"
"R3RPOLT53944YH",5,20,24,"N","N"
"R3RL66G8V4YU3X",4,37,54,"N","N"
"RZVLGL1MNIW0M",5,104,114,"N","N"
"R1KOFESW0JC9WM",5,36,37,"N","N"
"RF3ZPUTC3UU3B",5,516,547,"N","N"
"R1QF8MAKRRJ7RJ",5,22,26,"N","N"
"R2HMH4V5HECU2U",5,212,222,"N","N"
"R3SF8ELO2HAIAF",5,629,676,"N","N"
"R2LIQVV3JS06QZ",5,46,51,"N","N"
"RQEFX8EGKOVW5",5,197,209,"N","N"
"R2IF11HM855YXH",1,15,20,"N","N"
"R2RKCP5IGYM6NA",5,195,207,"N","N"
"R18KEDJSK6WKON",5,226,253,"N","N"
"RHWMXNGG56WOR",4,60,66,"N","Y"
"R2IRWLDE3XV77E",5,2290,2433,"N","N"
"R746LDKBM12M5",5,134,143,"N","N"
"R3FG2XQJB9O2GL",5,42,46,"N","N"
"R2MS8NIR0TSLKT",5,30,31,"N","N"
"R30Z9LNL0IYKL0",3,17,20,"N","Y"
"R30ZM4DBSOSLHJ",5,22,22,"N","Y"
"R21GS54CH4QZBC",5,23,26,"N","Y"
"R47RUQQ3Z2F0W",5,22,23,"N","N"
"R1N45RKWQRKKBV",5,25,27,"N","Y"
"R3FQB2HD4FUOO",2,19,23,"N","Y"
"RDZ73IJF2NGP8",2,19,21,"N","Y"
"R3S4P1JY47JOJK",1,31,39,"N","N"
"R3SV70LOXJ56N3",5,28,28,"N","Y"
"R2E4CKTA1GDC73",5,28,31,"N","Y"
"R34LFR2B1VIEXA",5,34,36,"N","Y"
"ROUQN7XYCWJ7G",1,19,31,"N","N"
"R3TM921DM0WL16",1,51,64,"N","Y"
"R3736V13OCS0HG",5,19,22,"N","Y"
"RTKJESI2Y7PWA",1,40,40,"N","Y"
"R3DGDEM5W1PMWE",5,21,29,"N","Y"
"R376DT9G5PECI8",5,44,47,"N","Y"
"RMLVK0J1OHTYP",5,22,25,"N","Y"
"R26SHSZF7P8D39",2,13,23,"N","N"
"RD9OGSXFIRST3",1,20,21,"N","N"
"R32JQQE3E2ST6P",5,206,212,"N","N"
"R2YO8PH7W08R2M",5,35,36,"N","Y"
"R222EJIKF2UIMU",3,55,60,"N","Y"
"R1E9RDCRPBSVLQ",1,70,91,"N","Y"
"RBLY0DXFMGX4J",2,41,57,"N","N"
"R3BAOCB0ETZQO1",5,19,26,"N","Y"
"R267NMR57OA1S1",3,29,32,"N","Y"
"R1Z1WLAH8RXHHN",5,25,25,"N","Y"
"R3UV5IIDF7QAC8",5,14,20,"N","Y"
"RQLOWYPVNN28K",5,68,78,"N","Y"
"R2Q9RTPAYG5IW3",5,56,63,"N","N"
"R6G5VCQUXHBVH",4,18,22,"N","N"
"R1UVSGI6FWFUCX",1,27,36,"N","Y"
"R31WR48MKPTX7I",1,36,39,"N","N"
"R33JUR0WQCMV0Y",5,23,24,"N","Y"
"R25XMA2MIM2A5J",5,43,44,"N","Y"
"R1J217TD52LQS0",1,19,27,"N","Y"
"RVUB6RBE5K1YN",5,32,36,"N","Y"
"R10JXI2EEYJM6S",5,20,20,"N","Y"
"R3KT01C5XBFPT8",5,42,44,"N","Y"
"R4D14W4E3VKIW",5,20,21,"N","Y"
"R3MIESV8PQFVMQ",1,44,48,"N","N"
"R154DFZ1YUGK5V",5,45,47,"N","N"
"R3OGGC2CNME636",5,22,22,"N","N"
"R1OVUKPF8A22CV",1,19,21,"N","Y"
"R394O2D2IR3TTF",5,20,21,"N","Y"
"R1MR7R63Z2VZ3N",5,24,24,"N","Y"
"R3R5AF5KDZ0A8Z",1,23,36,"N","Y"
"R871JDWUSKVOK",1,28,29,"N","Y"
"R30WTTDSIMRIMH",5,35,35,"N","Y"
"R2JFLFXHEUMPTP",3,26,26,"N","Y"
"R3VT84WBIXGNBL",1,12,20,"N","N"
"R1HBYEAYMJNZFX",1,28,30,"N","Y"
"R2V350AVGYSPTF",5,22,23,"N","Y"
"R32MNPUW3NTIJS",4,19,22,"N","Y"
"R3R5VKEE56TPOW",5,37,37,"N","Y"
"R3B1EUOSD0U0PD",5,52,54,"N","Y"
"RAF0NFI1TK39L",5,33,33,"N","Y"
"RJB8A12Z8FDV2",1,34,51,"N","N"
"R2U1BSYTDY45AI",5,128,165,"N","N"
"R2PW52OLR6TSLC",1,31,34,"N","Y"
"R1MNV2DYYHBDXC",3,11,22,"N","N"
"R2COE0BGCZ1P46",3,22,30,"N","Y"
"R3ICVH7PP3W0TP",1,162,190,"N","N"
"R2040AIBF2DS1K",5,180,187,"N","Y"
"REMD94N65A9HF",1,21,34,"N","N"
"R8JX40GIVHTYC",2,20,21,"N","Y"
"R1N1Y9AM1FPV12",5,43,58,"N","N"
"R2SQJ2BU6SSSTZ",1,27,32,"N","N"
"R1OSWPPI0HJ025",5,115,165,"N","N"
"R8J64YUCWJ6N5",3,22,29,"N","Y"
"R25FTLNU64NIYW",5,19,26,"N","Y"
"R1LKSRF3AIFMLN",5,20,21,"N","N"
"R2Y8CNJRBET8Q9",5,17,28,"N","N"
"R3DBB2PSDBGC0K",5,122,170,"N","N"
"RTGD2K0OID9EL",1,110,145,"N","N"
"R2YJZQGOMTB0TD",5,125,171,"N","N"
"R1L75241PFW6IX",1,22,31,"N","N"
"RS7TZOUS74VUM",5,63,79,"N","Y"
"R99H9MONBI38X",5,23,25,"N","Y"
"R1ZQXFLLJSRPY3",2,16,24,"N","N"
"R1KAB5Y97F2DM2",3,82,116,"N","N"
"R16CRRC210V2X5",5,21,25,"N","Y"
"R1HX718SCJUHZX",5,55,60,"N","N"
"R1JGKZUGLDM7LS",5,49,56,"N","Y"
"R2LU65FKC8VM4L",1,24,33,"N","N"
"R3I5MVMRFSBBHB",1,56,78,"N","N"
"R2TDC1WOJ166FE",5,27,27,"N","Y"
"R378ZLJL4IVZOW",2,20,26,"N","Y"
"RJ2D1YYFFF5BY",1,32,40,"N","Y"
"R1MFH5URTKIWOQ",5,72,78,"N","Y"
"R340C61TJQAWHO",5,17,21,"N","Y"
"RMRVYRAVWSRXW",4,30,36,"N","Y"
"R26VDYWCJGDMF2",3,32,35,"N","Y"
"RJXZXOYQKIHUQ",1,18,31,"N","N"
"R3C0Q9MT2A58OM",1,21,22,"N","Y"
"R34I2LY9Y00UHB",5,134,137,"N","Y"
"R7NHZR2AU90IH",1,17,34,"N","Y"
"R1YVTSXUT5PU25",5,127,133,"N","Y"
"R1S71VRG47ATYU",5,46,46,"N","Y"
"R1RRD8T6T2HC7Z",2,43,46,"N","Y"
"R2M5XMFROST5AW",5,30,35,"N","Y"
"R35YTT4UQOB8S2",1,94,132,"N","N"
"R31Y176RADFTQ7",5,32,35,"N","N"
"R249KXNDJ9UHO5",1,33,33,"N","N"
"R2WKSNROZ50JM1",4,25,26,"N","N"
"R1CJ8L5OSFG8RO",5,37,38,"N","Y"
"R2VXC49RUWMY46",5,35,39,"N","N"
"R1S5ZKJHI1UYMA",5,24,25,"N","Y"
"R25L7B34WTTAMN",1,25,38,"N","N"
"R4NT9IM7J64LC",5,39,44,"N","N"
"R174RNR82X1S99",4,46,50,"N","Y"
"RDZFZR471FYIK",4,29,30,"N","Y"
"R3LAZO64Q9J9BQ",1,29,32,"N","Y"
"R3472LS2KIZ35O",1,18,21,"N","Y"
"RNDZTIM8SAKWQ",1,18,21,"N","Y"
"RR4753VFM9GUU",5,20,20,"N","N"
"R1CNEAYBAITX1T",1,17,26,"N","N"
"RQ0VUDKMHM3C3",1,33,36,"N","Y"
"RLAQT5OYM6KNC",1,22,29,"N","N"
"R1KSU05K9MM8BA",4,23,26,"N","Y"
"R3N27N6IV4UUH2",1,31,44,"N","N"
"R2WHOTQ9N928TU",5,52,58,"N","Y"
"R2LLS87MDU63IA",4,17,24,"N","N"
"R1BVK85888JY70",5,57,60,"N","N"
"R2QM0ABLSSBGEH",5,46,47,"N","Y"
"R22JG2CF3FKPCT",5,80,82,"N","Y"
"R3EDLGF4DPAKS7",5,28,28,"N","Y"
"R1V22F0AWQUBK",1,19,22,"N","Y"
"RCSFC2F88LPRP",1,154,176,"N","Y"
"RQ90QJMS2DGGK",3,65,66,"N","N"
"R1AZCMINRZJ9RG",2,60,65,"N","Y"
"R2INUIAK56IQE7",1,44,50,"N","N"
"ROR4KACTUY8WY",5,30,38,"N","Y"
"R3GSB668MRV8L5",5,61,67,"N","N"
"R26UGS272SEG4T",5,21,23,"N","N"
"R3F7KO2RSA97X6",5,68,78,"N","Y"
"R3EDKZ2ON9K4IA",5,24,26,"N","Y"
"R3E44N2N73WPH4",5,23,27,"N","Y"
"RYETFBBE9OXKG",5,17,20,"N","N"
"R1AYBAES40XSRL",5,70,77,"N","N"
